Month,Day of Week,Portion of Day,Purpose,Start Location Type,End Location Type,Total Commutes
July,Wednesday,Afternoon,Recreation (Social Gathering),Home,Pub,20
July,Wednesday,Evening,Eating,Work,Restaurant,893
July,Wednesday,Evening,Eating,Pub,Restaurant,33
July,Wednesday,Evening,Eating,Home,Restaurant,396
July,Wednesday,Evening,Going Back to Home,Pub,Home,90
July,Wednesday,Evening,Work/Home Commute,Work,Home,3322
July,Wednesday,Evening,Coming Back From Restaurant,Restaurant,Pub,20
July,Wednesday,Evening,Coming Back From Restaurant,Restaurant,Work,1131
July,Wednesday,Evening,Coming Back From Restaurant,Restaurant,Home,268
July,Wednesday,Evening,Recreation (Social Gathering),Home,Pub,497
July,Wednesday,Night,Going Back to Home,Pub,Home,1168
July,Wednesday,Night,Going Back to Home,Restaurant,Home,47
July,Wednesday,Night,Eating,Home,Restaurant,529
July,Wednesday,Night,Eating,Pub,Restaurant,123
July,Wednesday,Night,Coming Back From Restaurant,Restaurant,Work,1
July,Wednesday,Night,Coming Back From Restaurant,Restaurant,Pub,127
July,Wednesday,Night,Coming Back From Restaurant,Restaurant,Home,615
July,Wednesday,Night,Recreation (Social Gathering),Home,Pub,848
July,Wednesday,Night,Work/Home Commute,Work,Home,10
July,Thursday,Morning,Eating,Home,Restaurant,89
July,Thursday,Morning,Eating,Work,Restaurant,398
July,Thursday,Morning,Eating,Pub,Restaurant,12
July,Thursday,Morning,Recreation (Social Gathering),Home,Pub,82
July,Thursday,Morning,Coming Back From Restaurant,Restaurant,Home,83
July,Thursday,Morning,Coming Back From Restaurant,Restaurant,Pub,8
July,Thursday,Morning,Coming Back From Restaurant,Restaurant,Work,185
July,Thursday,Morning,Going Back to Home,Pub,Home,157
July,Thursday,Morning,Going Back to Home,Restaurant,Home,9
July,Thursday,Morning,Work/Home Commute,Home,Work,3368
July,Thursday,Afternoon,Going Back to Home,Pub,Home,28
July,Thursday,Afternoon,Eating,Work,Restaurant,1331
July,Thursday,Afternoon,Eating,Pub,Restaurant,6
July,Thursday,Afternoon,Eating,Home,Restaurant,20
July,Thursday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,8
July,Thursday,Afternoon,Coming Back From Restaurant,Restaurant,Home,23
July,Thursday,Afternoon,Coming Back From Restaurant,Restaurant,Work,1309
July,Thursday,Afternoon,Recreation (Social Gathering),Home,Pub,26
July,Thursday,Evening,Eating,Work,Restaurant,904
July,Thursday,Evening,Eating,Home,Restaurant,360
July,Thursday,Evening,Eating,Pub,Restaurant,55
July,Thursday,Evening,Recreation (Social Gathering),Home,Pub,596
July,Thursday,Evening,Going Back to Home,Pub,Home,93
July,Thursday,Evening,Work/Home Commute,Work,Home,3357
July,Thursday,Evening,Coming Back From Restaurant,Restaurant,Work,1137
July,Thursday,Evening,Coming Back From Restaurant,Restaurant,Pub,27
July,Thursday,Evening,Coming Back From Restaurant,Restaurant,Home,233
July,Thursday,Night,Going Back to Home,Pub,Home,1358
July,Thursday,Night,Going Back to Home,Restaurant,Home,45
July,Thursday,Night,Coming Back From Restaurant,Restaurant,Home,627
July,Thursday,Night,Coming Back From Restaurant,Restaurant,Pub,168
July,Thursday,Night,Coming Back From Restaurant,Restaurant,Work,2
July,Thursday,Night,Eating,Home,Restaurant,529
July,Thursday,Night,Eating,Pub,Restaurant,157
July,Thursday,Night,Recreation (Social Gathering),Home,Pub,986
July,Thursday,Night,Work/Home Commute,Work,Home,11
August,Monday,Morning,Eating,Home,Restaurant,139
August,Monday,Morning,Eating,Work,Restaurant,536
August,Monday,Morning,Eating,Pub,Restaurant,2
August,Monday,Morning,Coming Back From Restaurant,Restaurant,Home,132
August,Monday,Morning,Coming Back From Restaurant,Restaurant,Pub,3
August,Monday,Morning,Coming Back From Restaurant,Restaurant,Work,275
August,Monday,Morning,Recreation (Social Gathering),Home,Pub,157
August,Monday,Morning,Work/Home Commute,Home,Work,4170
August,Monday,Morning,Going Back to Home,Pub,Home,276
August,Monday,Morning,Going Back to Home,Restaurant,Home,18
August,Monday,Afternoon,Eating,Work,Restaurant,1645
August,Monday,Afternoon,Eating,Pub,Restaurant,17
August,Monday,Afternoon,Eating,Home,Restaurant,26
August,Monday,Afternoon,Going Back to Home,Pub,Home,42
August,Monday,Afternoon,Recreation (Social Gathering),Home,Pub,39
August,Monday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,14
August,Monday,Afternoon,Coming Back From Restaurant,Restaurant,Home,17
August,Monday,Afternoon,Coming Back From Restaurant,Restaurant,Work,1621
August,Monday,Evening,Going Back to Home,Pub,Home,161
August,Monday,Evening,Eating,Work,Restaurant,1117
August,Monday,Evening,Eating,Home,Restaurant,443
August,Monday,Evening,Eating,Pub,Restaurant,64
August,Monday,Evening,Coming Back From Restaurant,Restaurant,Pub,43
August,Monday,Evening,Coming Back From Restaurant,Restaurant,Work,1402
August,Monday,Evening,Coming Back From Restaurant,Restaurant,Home,300
August,Monday,Evening,Work/Home Commute,Work,Home,4165
August,Monday,Evening,Recreation (Social Gathering),Home,Pub,791
August,Monday,Night,Coming Back From Restaurant,Restaurant,Pub,227
August,Monday,Night,Coming Back From Restaurant,Restaurant,Home,754
August,Monday,Night,Eating,Home,Restaurant,634
August,Monday,Night,Eating,Pub,Restaurant,227
August,Monday,Night,Going Back to Home,Pub,Home,1781
August,Monday,Night,Going Back to Home,Restaurant,Home,49
August,Monday,Night,Recreation (Social Gathering),Home,Pub,1278
August,Monday,Night,Work/Home Commute,Work,Home,5
August,Tuesday,Morning,Recreation (Social Gathering),Home,Pub,118
August,Tuesday,Morning,Coming Back From Restaurant,Restaurant,Pub,7
August,Tuesday,Morning,Coming Back From Restaurant,Restaurant,Home,133
August,Tuesday,Morning,Coming Back From Restaurant,Restaurant,Work,264
August,Tuesday,Morning,Eating,Home,Restaurant,134
August,Tuesday,Morning,Eating,Work,Restaurant,534
August,Tuesday,Morning,Eating,Pub,Restaurant,6
August,Tuesday,Morning,Going Back to Home,Pub,Home,241
August,Tuesday,Morning,Going Back to Home,Restaurant,Home,9
August,Tuesday,Morning,Work/Home Commute,Home,Work,4175
August,Tuesday,Afternoon,Going Back to Home,Pub,Home,40
August,Tuesday,Afternoon,Eating,Work,Restaurant,1667
August,Tuesday,Afternoon,Eating,Pub,Restaurant,3
August,Tuesday,Afternoon,Eating,Home,Restaurant,30
August,Tuesday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,4
August,Tuesday,Afternoon,Coming Back From Restaurant,Restaurant,Work,1652
August,Tuesday,Afternoon,Coming Back From Restaurant,Restaurant,Home,22
August,Tuesday,Afternoon,Recreation (Social Gathering),Home,Pub,42
August,Tuesday,Evening,Eating,Work,Restaurant,1105
August,Tuesday,Evening,Eating,Home,Restaurant,421
August,Tuesday,Evening,Eating,Pub,Restaurant,72
August,Tuesday,Evening,Work/Home Commute,Work,Home,4161
August,Tuesday,Evening,Going Back to Home,Pub,Home,109
August,Tuesday,Evening,Coming Back From Restaurant,Restaurant,Work,1386
August,Tuesday,Evening,Coming Back From Restaurant,Restaurant,Pub,41
August,Tuesday,Evening,Coming Back From Restaurant,Restaurant,Home,283
August,Tuesday,Evening,Recreation (Social Gathering),Home,Pub,652
August,Tuesday,Night,Going Back to Home,Pub,Home,1503
August,Tuesday,Night,Going Back to Home,Restaurant,Home,59
August,Tuesday,Night,Coming Back From Restaurant,Restaurant,Pub,167
August,Tuesday,Night,Coming Back From Restaurant,Restaurant,Work,4
August,Tuesday,Night,Coming Back From Restaurant,Restaurant,Home,829
August,Tuesday,Night,Eating,Home,Restaurant,741
August,Tuesday,Night,Eating,Pub,Restaurant,152
August,Tuesday,Night,Recreation (Social Gathering),Home,Pub,1064
August,Tuesday,Night,Work/Home Commute,Work,Home,14
August,Wednesday,Morning,Eating,Pub,Restaurant,12
August,Wednesday,Morning,Eating,Home,Restaurant,130
August,Wednesday,Morning,Eating,Work,Restaurant,511
August,Wednesday,Morning,Coming Back From Restaurant,Restaurant,Home,137
August,Wednesday,Morning,Coming Back From Restaurant,Restaurant,Pub,5
August,Wednesday,Morning,Coming Back From Restaurant,Restaurant,Work,247
August,Wednesday,Morning,Recreation (Social Gathering),Home,Pub,126
August,Wednesday,Morning,Going Back to Home,Pub,Home,214
August,Wednesday,Morning,Going Back to Home,Restaurant,Home,5
August,Wednesday,Morning,Work/Home Commute,Home,Work,4165
August,Wednesday,Afternoon,Eating,Work,Restaurant,1677
August,Wednesday,Afternoon,Eating,Home,Restaurant,26
August,Wednesday,Afternoon,Eating,Pub,Restaurant,4
August,Wednesday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,8
August,Wednesday,Afternoon,Coming Back From Restaurant,Restaurant,Work,1640
August,Wednesday,Afternoon,Coming Back From Restaurant,Restaurant,Home,28
August,Wednesday,Afternoon,Going Back to Home,Pub,Home,34
August,Wednesday,Afternoon,Recreation (Social Gathering),Home,Pub,40
August,Wednesday,Evening,Eating,Work,Restaurant,1118
August,Wednesday,Evening,Eating,Home,Restaurant,433
August,Wednesday,Evening,Eating,Pub,Restaurant,57
August,Wednesday,Evening,Going Back to Home,Pub,Home,117
August,Wednesday,Evening,Coming Back From Restaurant,Restaurant,Home,293
August,Wednesday,Evening,Coming Back From Restaurant,Restaurant,Work,1419
August,Wednesday,Evening,Coming Back From Restaurant,Restaurant,Pub,31
August,Wednesday,Evening,Work/Home Commute,Work,Home,4154
August,Wednesday,Evening,Recreation (Social Gathering),Home,Pub,649
August,Wednesday,Night,Going Back to Home,Pub,Home,1511
August,Wednesday,Night,Going Back to Home,Restaurant,Home,60
August,Wednesday,Night,Eating,Home,Restaurant,682
August,Wednesday,Night,Eating,Pub,Restaurant,166
August,Wednesday,Night,Coming Back From Restaurant,Restaurant,Pub,180
August,Wednesday,Night,Coming Back From Restaurant,Restaurant,Home,770
August,Wednesday,Night,Recreation (Social Gathering),Home,Pub,1088
August,Wednesday,Night,Work/Home Commute,Work,Home,11
August,Thursday,Morning,Eating,Pub,Restaurant,14
August,Thursday,Morning,Eating,Home,Restaurant,78
August,Thursday,Morning,Eating,Work,Restaurant,411
August,Thursday,Morning,Recreation (Social Gathering),Home,Pub,106
August,Thursday,Morning,Coming Back From Restaurant,Restaurant,Home,78
August,Thursday,Morning,Coming Back From Restaurant,Restaurant,Pub,7
August,Thursday,Morning,Coming Back From Restaurant,Restaurant,Work,198
August,Thursday,Morning,Work/Home Commute,Home,Work,3368
August,Thursday,Morning,Going Back to Home,Pub,Home,189
August,Thursday,Morning,Going Back to Home,Restaurant,Home,9
August,Thursday,Afternoon,Eating,Work,Restaurant,1333
August,Thursday,Afternoon,Eating,Home,Restaurant,19
August,Thursday,Afternoon,Eating,Pub,Restaurant,6
August,Thursday,Afternoon,Going Back to Home,Pub,Home,35
August,Thursday,Afternoon,Recreation (Social Gathering),Home,Pub,32
August,Thursday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,9
August,Thursday,Afternoon,Coming Back From Restaurant,Restaurant,Work,1310
August,Thursday,Afternoon,Coming Back From Restaurant,Restaurant,Home,18
August,Thursday,Evening,Eating,Work,Restaurant,904
August,Thursday,Evening,Eating,Pub,Restaurant,65
August,Thursday,Evening,Eating,Home,Restaurant,338
August,Thursday,Evening,Going Back to Home,Pub,Home,105
August,Thursday,Evening,Coming Back From Restaurant,Restaurant,Pub,33
August,Thursday,Evening,Coming Back From Restaurant,Restaurant,Work,1137
August,Thursday,Evening,Coming Back From Restaurant,Restaurant,Home,224
August,Thursday,Evening,Work/Home Commute,Work,Home,3357
August,Thursday,Evening,Recreation (Social Gathering),Home,Pub,630
August,Thursday,Night,Going Back to Home,Pub,Home,1479
August,Thursday,Night,Going Back to Home,Restaurant,Home,51
August,Thursday,Night,Coming Back From Restaurant,Restaurant,Pub,185
August,Thursday,Night,Coming Back From Restaurant,Restaurant,Home,627
August,Thursday,Night,Coming Back From Restaurant,Restaurant,Work,3
August,Thursday,Night,Eating,Home,Restaurant,550
August,Thursday,Night,Eating,Pub,Restaurant,168
August,Thursday,Night,Recreation (Social Gathering),Home,Pub,1075
August,Thursday,Night,Work/Home Commute,Work,Home,11
August,Friday,Morning,Recreation (Social Gathering),Home,Pub,82
August,Friday,Morning,Eating,Home,Restaurant,81
August,Friday,Morning,Eating,Work,Restaurant,412
August,Friday,Morning,Eating,Pub,Restaurant,4
August,Friday,Morning,Going Back to Home,Pub,Home,193
August,Friday,Morning,Going Back to Home,Restaurant,Home,4
August,Friday,Morning,Coming Back From Restaurant,Restaurant,Home,79
August,Friday,Morning,Coming Back From Restaurant,Restaurant,Pub,3
August,Friday,Morning,Coming Back From Restaurant,Restaurant,Work,195
August,Friday,Morning,Work/Home Commute,Home,Work,3380
August,Friday,Afternoon,Eating,Work,Restaurant,1322
August,Friday,Afternoon,Eating,Home,Restaurant,21
August,Friday,Afternoon,Eating,Pub,Restaurant,4
August,Friday,Afternoon,Going Back to Home,Pub,Home,27
August,Friday,Afternoon,Recreation (Social Gathering),Home,Pub,28
August,Friday,Afternoon,Coming Back From Restaurant,Restaurant,Work,1291
August,Friday,Afternoon,Coming Back From Restaurant,Restaurant,Home,21
August,Friday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,4
August,Friday,Evening,Eating,Work,Restaurant,923
August,Friday,Evening,Eating,Home,Restaurant,307
August,Friday,Evening,Eating,Pub,Restaurant,54
August,Friday,Evening,Coming Back From Restaurant,Restaurant,Pub,25
August,Friday,Evening,Coming Back From Restaurant,Restaurant,Work,1171
August,Friday,Evening,Coming Back From Restaurant,Restaurant,Home,202
August,Friday,Evening,Going Back to Home,Pub,Home,111
August,Friday,Evening,Work/Home Commute,Work,Home,3371
August,Friday,Evening,Recreation (Social Gathering),Home,Pub,700
August,Friday,Night,Going Back to Home,Pub,Home,1675
August,Friday,Night,Going Back to Home,Restaurant,Home,54
August,Friday,Night,Coming Back From Restaurant,Restaurant,Home,624
August,Friday,Night,Coming Back From Restaurant,Restaurant,Pub,193
August,Friday,Night,Eating,Home,Restaurant,565
August,Friday,Night,Eating,Pub,Restaurant,178
August,Friday,Night,Recreation (Social Gathering),Home,Pub,1218
August,Friday,Night,Work/Home Commute,Work,Home,9
August,Saturday,Morning,Recreation (Social Gathering),Home,Pub,2001
August,Saturday,Morning,Eating,Home,Restaurant,1735
August,Saturday,Morning,Eating,Pub,Restaurant,67
August,Saturday,Morning,Eating,Work,Restaurant,69
August,Saturday,Morning,Coming Back From Restaurant,Restaurant,Pub,36
August,Saturday,Morning,Coming Back From Restaurant,Restaurant,Home,1615
August,Saturday,Morning,Coming Back From Restaurant,Restaurant,Work,44
August,Saturday,Morning,Going Back to Home,Pub,Home,1426
August,Saturday,Morning,Going Back to Home,Restaurant,Home,75
August,Saturday,Morning,Work/Home Commute,Home,Work,428
August,Saturday,Afternoon,Going Back to Home,Pub,Home,653
August,Saturday,Afternoon,Eating,Pub,Restaurant,139
August,Saturday,Afternoon,Eating,Work,Restaurant,142
August,Saturday,Afternoon,Eating,Home,Restaurant,449
August,Saturday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,139
August,Saturday,Afternoon,Coming Back From Restaurant,Restaurant,Home,373
August,Saturday,Afternoon,Coming Back From Restaurant,Restaurant,Work,143
August,Saturday,Afternoon,Recreation (Social Gathering),Home,Pub,608
August,Saturday,Evening,Going Back to Home,Pub,Home,1216
August,Saturday,Evening,Coming Back From Restaurant,Restaurant,Pub,169
August,Saturday,Evening,Coming Back From Restaurant,Restaurant,Home,704
August,Saturday,Evening,Coming Back From Restaurant,Restaurant,Work,132
August,Saturday,Evening,Eating,Home,Restaurant,668
August,Saturday,Evening,Eating,Pub,Restaurant,160
August,Saturday,Evening,Eating,Work,Restaurant,108
August,Saturday,Evening,Recreation (Social Gathering),Home,Pub,1292
August,Saturday,Evening,Work/Home Commute,Work,Home,428
August,Saturday,Night,Going Back to Home,Pub,Home,1850
August,Saturday,Night,Going Back to Home,Restaurant,Home,42
August,Saturday,Night,Eating,Home,Restaurant,492
August,Saturday,Night,Eating,Pub,Restaurant,185
August,Saturday,Night,Coming Back From Restaurant,Restaurant,Home,545
August,Saturday,Night,Coming Back From Restaurant,Restaurant,Pub,194
August,Saturday,Night,Recreation (Social Gathering),Home,Pub,1269
August,Sunday,Morning,Eating,Home,Restaurant,1780
August,Sunday,Morning,Eating,Pub,Restaurant,44
August,Sunday,Morning,Eating,Work,Restaurant,59
August,Sunday,Morning,Recreation (Social Gathering),Home,Pub,1770
August,Sunday,Morning,Coming Back From Restaurant,Restaurant,Home,1656
August,Sunday,Morning,Coming Back From Restaurant,Restaurant,Pub,26
August,Sunday,Morning,Coming Back From Restaurant,Restaurant,Work,42
August,Sunday,Morning,Going Back to Home,Pub,Home,1310
August,Sunday,Morning,Going Back to Home,Restaurant,Home,85
August,Sunday,Morning,Work/Home Commute,Home,Work,416
August,Sunday,Afternoon,Going Back to Home,Pub,Home,552
August,Sunday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,105
August,Sunday,Afternoon,Coming Back From Restaurant,Restaurant,Home,384
August,Sunday,Afternoon,Coming Back From Restaurant,Restaurant,Work,134
August,Sunday,Afternoon,Eating,Home,Restaurant,479
August,Sunday,Afternoon,Eating,Work,Restaurant,153
August,Sunday,Afternoon,Eating,Pub,Restaurant,119
August,Sunday,Afternoon,Recreation (Social Gathering),Home,Pub,519
August,Sunday,Evening,Going Back to Home,Pub,Home,1097
August,Sunday,Evening,Coming Back From Restaurant,Restaurant,Home,727
August,Sunday,Evening,Coming Back From Restaurant,Restaurant,Pub,166
August,Sunday,Evening,Coming Back From Restaurant,Restaurant,Work,138
August,Sunday,Evening,Eating,Work,Restaurant,102
August,Sunday,Evening,Eating,Home,Restaurant,670
August,Sunday,Evening,Eating,Pub,Restaurant,150
August,Sunday,Evening,Recreation (Social Gathering),Home,Pub,1176
August,Sunday,Evening,Work/Home Commute,Work,Home,410
August,Sunday,Night,Going Back to Home,Pub,Home,1708
August,Sunday,Night,Going Back to Home,Restaurant,Home,37
August,Sunday,Night,Coming Back From Restaurant,Restaurant,Home,549
August,Sunday,Night,Coming Back From Restaurant,Restaurant,Pub,196
August,Sunday,Night,Eating,Home,Restaurant,500
August,Sunday,Night,Eating,Pub,Restaurant,189
